productId,name,extNumber,imageUrl,url,marketPrice,extRarity,extDescription,extColor,extCardType
671606,Monkey.D.Luffy (012) (Full Art),ST29-012,https://tcgplayer-cdn.tcgplayer.com/product/671606_200w.jpg,https://cpt.tcgcsv.com/8Gn7,4.68,C,"[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to 1 of your [Monkey.D.Luffy] cards.
<br>[Trigger] Play this card.",Yellow,Character
671607,Rob Lucci,ST29-013,https://tcgplayer-cdn.tcgplayer.com/product/671607_200w.jpg,https://cpt.tcgcsv.com/9Gn7,0.1,C,[Trigger] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the total of your and your opponent's Life cards.,Yellow,Character
671608,Rob Lucci (Full Art),ST29-013,https://tcgplayer-cdn.tcgplayer.com/product/671608_200w.jpg,https://cpt.tcgcsv.com/bGn7,1.06,C,[Trigger] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the total of your and your opponent's Life cards.,Yellow,Character
671609,Roronoa Zoro,ST29-014,https://tcgplayer-cdn.tcgplayer.com/product/671609_200w.jpg,https://cpt.tcgcsv.com/cGn7,0.78,SR,"[Rush: Character] <em>(This card can attack Characters on the turn in which it is played.)</em>
<br>[Activate: Main] [Once Per Turn] <strong>You may trash 1 card with a [Trigger] from your hand:</strong> Draw 1 card and give up to 1 rested DON!! card to your Leader or 1 of your Characters.",Yellow,Character
671610,Roronoa Zoro (Full Art),ST29-014,https://tcgplayer-cdn.tcgplayer.com/product/671610_200w.jpg,https://cpt.tcgcsv.com/dGn7,6.78,SR,"[Rush: Character] <em>(This card can attack Characters on the turn in which it is played.)</em>
<br>[Activate: Main] [Once Per Turn] <strong>You may trash 1 card with a [Trigger] from your hand:</strong> Draw 1 card and give up to 1 rested DON!! card to your Leader or 1 of your Characters.",Yellow,Character
671611,Raw Heat Strike,ST29-015,https://tcgplayer-cdn.tcgplayer.com/product/671611_200w.jpg,https://cpt.tcgcsv.com/fGn7,0.15,C,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 1 or less Life cards, give up to 1 of your opponent's Leader or Character cards -2000 power during this turn.",Yellow,Event
671612,Kizaru!! Compared to Two Years Ago We're a Hundred Times Stronger Now!!,ST29-016,https://tcgplayer-cdn.tcgplayer.com/product/671612_200w.jpg,https://cpt.tcgcsv.com/gGn7,0.47,C,"[Main] Your [Monkey.D.Luffy] Leader gains [Unblockable] during this turn.
<br><em>(This card cannot be blocked.)</em>
<br>[Counter] Your Leader gains +3000 power during this battle.",Yellow,Event
671614,Iai Death Lion Song,ST29-017,https://tcgplayer-cdn.tcgplayer.com/product/671614_200w.jpg,https://cpt.tcgcsv.com/jGn7,0.07,C,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, if you have 2 or less Life cards, K.O. up to 1 of your opponent's Characters with a cost of 3 or less.
<br>[Trigger] Draw 2 cards and trash 1 card from your hand.",Yellow,Event
672894,Starter Deck 29: Egghead Bonus Pack,,https://tcgplayer-cdn.tcgplayer.com/product/672894_200w.jpg,https://cpt.tcgcsv.com/V9p7,30.17,,,,
665598,The Azure Sea's Seven Booster Box,,https://tcgplayer-cdn.tcgplayer.com/product/665598_200w.jpg,https://cpt.tcgcsv.com/-fl7,241.0,,,,
665599,The Azure Sea's Seven Booster Box Case,,https://tcgplayer-cdn.tcgplayer.com/product/665599_200w.jpg,https://cpt.tcgcsv.com/_fl7,2752.96,,,,
666518,Trafalgar Law - OP14-001,OP14-001,https://tcgplayer-cdn.tcgplayer.com/product/666518_200w.jpg,https://cpt.tcgcsv.com/nDl7,0.13,L,[Activate:Main] [Once Per Turn] Select 2 of your {Supernovas} or {Heart Pirates} type Characters. Swap the base power of the selected Characters with each other during this turn.,Red,Leader
666519,Trafalgar Law - OP14-001 (Alternate Art),OP14-001,https://tcgplayer-cdn.tcgplayer.com/product/666519_200w.jpg,https://cpt.tcgcsv.com/pDl7,34.39,L,[Activate:Main] [Once Per Turn] Select 2 of your {Supernovas} or {Heart Pirates} type Characters. Swap the base power of the selected Characters with each other during this turn.,Red,Leader
666520,Monkey.D.Luffy - OP14-013,OP14-013,https://tcgplayer-cdn.tcgplayer.com/product/666520_200w.jpg,https://cpt.tcgcsv.com/qDl7,1.2,SR,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Supernovas} type card other than [Monkey.D.Luffy] and add it to your hand. Then, place the rest at the bottom of your deck in any order.
<br>[When Attacking] Give up to 1 of your opponent's Characters -1000 power during this turn.",Red,Character
666521,Monkey.D.Luffy - OP14-013 (Alternate Art),OP14-013,https://tcgplayer-cdn.tcgplayer.com/product/666521_200w.jpg,https://cpt.tcgcsv.com/rDl7,19.96,SR,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Supernovas} type card other than [Monkey.D.Luffy] and add it to your hand. Then, place the rest at the bottom of your deck in any order.
<br>[When Attacking] Give up to 1 of your opponent's Characters -1000 power during this turn.",Red,Character
666524,Dracule Mihawk - OP14-020,OP14-020,https://tcgplayer-cdn.tcgplayer.com/product/666524_200w.jpg,https://cpt.tcgcsv.com/vDl7,0.19,L,"If your opponent's Leader has the ""Slash"" attribute, this leader gains +1000 power.
<br> [Activate:Main] [Once Per Turn] <strong>You may rest 1 of your cards:</strong> If there is a Character with a cost of 5 or more, set up to 3 of your DON!! cards as active. Then, you cannot play character cards during this turn.",Green,Leader
666525,Dracule Mihawk - OP14-020 (Alternate Art),OP14-020,https://tcgplayer-cdn.tcgplayer.com/product/666525_200w.jpg,https://cpt.tcgcsv.com/wDl7,45.3,L,"If your opponent's Leader has the ""Slash"" attribute, this leader gains +1000 power.
<br> [Activate:Main] [Once Per Turn] <strong>You may rest 1 of your cards:</strong> If there is a Character with a cost of 5 or more, set up to 3 of your DON!! cards as active. Then, you cannot play character cards during this turn.",Green,Leader
666526,Perona - OP14-033,OP14-033,https://tcgplayer-cdn.tcgplayer.com/product/666526_200w.jpg,https://cpt.tcgcsv.com/xDl7,4.11,SR,"[On Play] Up to 2 of your opponent's Characters with a cost of 5 or less cannot be rested until the end of your opponent's next End Phase.
<br>[On K.O.] <strong>You may rest 1 of your cards:</strong> Play up to 1 green Character card with a cost of 5 or less from your hand.",Green,Character
666527,Perona - OP14-033 (Alternate Art),OP14-033,https://tcgplayer-cdn.tcgplayer.com/product/666527_200w.jpg,https://cpt.tcgcsv.com/zDl7,39.2,SR,"[On Play] Up to 2 of your opponent's Characters with a cost of 5 or less cannot be rested until the end of your opponent's next End Phase.
<br>[On K.O.] <strong>You may rest 1 of your cards:</strong> Play up to 1 green Character card with a cost of 5 or less from your hand.",Green,Character
666528,Donquixote Doflamingo - OP14-060,OP14-060,https://tcgplayer-cdn.tcgplayer.com/product/666528_200w.jpg,https://cpt.tcgcsv.com/BDl7,0.15,L,[On Your Opponent's Attack] [Once Per Turn] <strong>DON!! -1:</strong> Select your Leader or 1 of your {Donquixote Pirates} type Characters. Change the attack target to the selected card.,Purple,Leader
666529,Donquixote Doflamingo - OP14-060 (Alternate Art),OP14-060,https://tcgplayer-cdn.tcgplayer.com/product/666529_200w.jpg,https://cpt.tcgcsv.com/CDl7,42.5,L,[On Your Opponent's Attack] [Once Per Turn] <strong> DON!! -1:</strong> Select your Leader or 1 of your {Donquixote Pirates} type Characters. Change the attack target to the selected card.,Purple,Leader
666530,Sugar,OP14-063,https://tcgplayer-cdn.tcgplayer.com/product/666530_200w.jpg,https://cpt.tcgcsv.com/DDl7,0.24,R,"[On Play] Add up to 1 DON!! card from your DON!! deck and set it as active.
<br>[On K.O.] If your opponent has 6 or more DON!! cards on their field, play up to 1 {Donquixote Pirates} type Character card with a cost of 5 or less from your hand.",Purple,Character
666532,Megalo (Alternate Art),EB04-018,https://tcgplayer-cdn.tcgplayer.com/product/666532_200w.jpg,https://cpt.tcgcsv.com/GDl7,16.74,R,[On Play] <strong>You may rest this Character:</strong> K.O. up to 1 of your opponent's rested Characters with 8000 power or less.,Green,Character
666534,Jinbe - EB04-015,EB04-015,https://tcgplayer-cdn.tcgplayer.com/product/666534_200w.jpg,https://cpt.tcgcsv.com/JDl7,0.09,R,"[Blocker]
<br>[On K.O.] <strong>You may rest 1 of your cards:</strong> If your Leader has the {Fish-Man} or {Merfolk} type, play up to 1 green Character card with a cost of 6 or less from your hand.",Green,Character
666535,Eleclaw,EB04-019,https://tcgplayer-cdn.tcgplayer.com/product/666535_200w.jpg,https://cpt.tcgcsv.com/KDl7,0.2,R,"[Main] <strong>You may rest 1 of your cards:</strong> If your Leader has the {Minks} type, give up to 1 of your opponent's Characters -3 cost during this turn. <br>[Counter] Up to 1 of your {Minks} type Leader or Character cards gains +3000 power during this battle.",Green,Event
666537,Issho - EB04-022 (Alternate Art),EB04-022,https://tcgplayer-cdn.tcgplayer.com/product/666537_200w.jpg,https://cpt.tcgcsv.com/MDl7,9.4,R,"[On Play] <strong>You may trash 2 cards from your hand:</strong> If your opponent has 6 or more cards in their hand, your opponent places 2 cards from their hand at the bottom of their deck in any order. 
<br>[DON!!Ã1] [When Attacking] <strong>You may trash 1 card from your hand:</strong> Give up to 1 of your opponent's Characters-2000 power during this turn.",Blue,Character
666539,Kaido,EB04-030,https://tcgplayer-cdn.tcgplayer.com/product/666539_200w.jpg,https://cpt.tcgcsv.com/PDl7,0.11,R,"If this Character would be K.O.'d, you may return 1 DON!! card from your field to your DON!! deck instead. 
<br>[On Play] <strong>DON!! -2:</strong> If your Leader has the {Animal Kingdom Pirates} type, this Character gains Rush during this turn. Then, rest up to 1 of your opponent's Characters with a cost of 7 or less.",Purple,Character
666540,King (Alternate Art),EB04-031,https://tcgplayer-cdn.tcgplayer.com/product/666540_200w.jpg,https://cpt.tcgcsv.com/QDl7,7.74,R,"If this Character would be K.O.'d, you may return 1 DON!! card from your field to your DON!! deck instead. 
<br>[Activate: Main] [Once Per Turn] If your Leader has the {Animal Kingdom Pirates} type and you have no other [King] Characters, add up to 1 DON!! card from your, DON!! deck and set it as active, and add up to 1 additional DON!! card and rest it.",Purple,Character
666572,Gecko Moria - OP14-080,OP14-080,https://tcgplayer-cdn.tcgplayer.com/product/666572_200w.jpg,https://cpt.tcgcsv.com/sFl7,0.07,L,"[Activate: Main] [Once Per Turn] <strong>You may K.O. 1 of your {Thriller Bark Pirates} type Characters:</strong> Your Leader and all of your Characters gain +1000 power during this turn.
<br>[When Attacking] <strong>You may trash 3 cards from your hand:</strong> Add up to 1 card from the top of your deck to the top of your Life cards.",Black;Yellow,Leader
666573,Gecko Moria - OP14-080 (Alternate Art),OP14-080,https://tcgplayer-cdn.tcgplayer.com/product/666573_200w.jpg,https://cpt.tcgcsv.com/tFl7,20.68,L,"[Activate: Main] [Once Per Turn] <strong>You may K.O. 1 of your {Thriller Bark Pirates} type Characters:</strong> Your Leader and all of your Characters gain +1000 power during this turn.
<br>[When Attacking] <strong>You may trash 3 cards from your hand:</strong> Add up to 1 card from the top of your deck to the top of your Life cards.",Black;Yellow,Leader
666574,Gecko Moria - OP14-104,OP14-104,https://tcgplayer-cdn.tcgplayer.com/product/666574_200w.jpg,https://cpt.tcgcsv.com/vFl7,4.89,SR,"[On Play] Select up to 1 {Thriller Bark Pirates} type Character with a cost of 4 or less from your trash and play it or add it to the top of your Life cards face-up.
<br>[Trigger] Play up to 1 Character card with a cost of 4 or less from your trash.",Yellow,Character
666575,Gecko Moria - OP14-104 (Alternate Art),OP14-104,https://tcgplayer-cdn.tcgplayer.com/product/666575_200w.jpg,https://cpt.tcgcsv.com/wFl7,34.23,SR,"[On Play] Select up to 1 {Thriller Bark Pirates} type Character with a cost of 4 or less from your trash and play it or add it to the top of your Life cards face-up.
<br>[Trigger] Play up to 1 Character card with a cost of 4 or less from your trash.",Yellow,Character
666576,The Azure Sea's Seven Sleeved Booster Pack,,https://tcgplayer-cdn.tcgplayer.com/product/666576_200w.jpg,https://cpt.tcgcsv.com/xFl7,9.58,,,,
666577,The Azure Sea's Seven Booster Pack,,https://tcgplayer-cdn.tcgplayer.com/product/666577_200w.jpg,https://cpt.tcgcsv.com/zFl7,6.82,,,,
666578,Double Pack Set Vol. 9,,https://tcgplayer-cdn.tcgplayer.com/product/666578_200w.jpg,https://cpt.tcgcsv.com/BFl7,28.44,,,,
666579,Double Pack Set Vol. 9 Display,,https://tcgplayer-cdn.tcgplayer.com/product/666579_200w.jpg,https://cpt.tcgcsv.com/CFl7,262.71,,,,
666761,Crocodile - OP14-079,OP14-079,https://tcgplayer-cdn.tcgplayer.com/product/666761_200w.jpg,https://cpt.tcgcsv.com/fKl7,0.12,L,"All of your opponent's Characters cannot be removed from the field by your effects.
<br>[Activate: Main] [Once Per Turn] <strong>You may K.O. 1 of your Characters with a type including ""Baroque Works"":</strong> Give up to 1 of your opponent's Characters -10 cost during this turn. Then, you may trash 2 cards from the top of your deck.",Black,Leader
666762,Crocodile - OP14-079 (Alternate Art),OP14-079,https://tcgplayer-cdn.tcgplayer.com/product/666762_200w.jpg,https://cpt.tcgcsv.com/gKl7,33.84,L,"All of your opponent's Characters cannot be removed from the field by your effects.
<br>[Activate: Main] [Once Per Turn] <strong>You may K.O. 1 of your Characters with a type including ""Baroque Works"":</strong> Give up to 1 of your opponent's Characters -10 cost during this turn. Then, you may trash 2 cards from the top of your deck.",Black,Leader
666912,Ms. All Sunday,OP14-084,https://tcgplayer-cdn.tcgplayer.com/product/666912_200w.jpg,https://cpt.tcgcsv.com/gNl7,1.82,SR,"[On Play] If your Leader's type includes ""Baroque Works"", play up to 1 Character card with a type including ""Baroque Works"" and a cost of 4 or less and up to 1 Character card with a type including ""Baroque Works"" and a cost of 1 from your trash.",Black,Character
666913,Ms. All Sunday (Alternate Art),OP14-084,https://tcgplayer-cdn.tcgplayer.com/product/666913_200w.jpg,https://cpt.tcgcsv.com/hNl7,42.77,SR,"[On Play] If your Leader's type includes ""Baroque Works"", play up to 1 Character card with a type including ""Baroque Works"" and a cost of 4 or less and up to 1 Character card with a type including ""Baroque Works"" and a cost of 1 from your trash.",Black,Character
668333,Boa Hancock - OP14-041,OP14-041,https://tcgplayer-cdn.tcgplayer.com/product/668333_200w.jpg,https://cpt.tcgcsv.com/Hlm7,0.17,L,"[Opponent's Turn] When you play a Character, draw 1 card.
<br>[DON!!x1] [Once Per Turn] When one of your {Amazon Lily} or {Kuja Pirates} type Characters with 5000 base power or more is K.O.'d add up to 1 card from the top of your opponent's Life cards to the owner's hand.",Blue;Yellow,Leader
668335,Boa Hancock - OP14-041 (Alternate Art),OP14-041,https://tcgplayer-cdn.tcgplayer.com/product/668335_200w.jpg,https://cpt.tcgcsv.com/Klm7,140.69,L,"[Opponent's Turn] When you play a Character, draw 1 card.
<br>[DON!!x1] [Once Per Turn] When one of your {Amazon Lily} or {Kuja Pirates} type Characters with 5000 base power or more is K.O.'d add up to 1 card from the top of your opponent's Life cards to the owner's hand.",Blue;Yellow,Leader
668342,Boa Hancock - OP14-112,OP14-112,https://tcgplayer-cdn.tcgplayer.com/product/668342_200w.jpg,https://cpt.tcgcsv.com/Slm7,7.15,SR,"[On Play] If your Leader has the {The Seven Warlords of the Sea} type, add up to 1 card from the top of your deck to the top of your Life cards. Then, add up to 1 card from the top of your opponent's Life cards to the owner's hand.
<br>[Trigger] Play up to 1 Character card with 6000 power or less and a [Trigger] from your hand.",Yellow,Character
668343,Boa Hancock - OP14-112 (Alternate Art),OP14-112,https://tcgplayer-cdn.tcgplayer.com/product/668343_200w.jpg,https://cpt.tcgcsv.com/Tlm7,99.21,SR,"[On Play] If your Leader has the {The Seven Warlords of the Sea} type, add up to 1 card from the top of your deck to the top of your Life cards. Then, add up to 1 card from the top of your opponent's Life cards to the owner's hand.
<br>[Trigger] Play up to 1 Character card with 6000 power or less and a [Trigger] from your hand.",Yellow,Character
668420,Stealth Black,EB04-041,https://tcgplayer-cdn.tcgplayer.com/product/668420_200w.jpg,https://cpt.tcgcsv.com/qnm7,0.13,C,"[Main] If your Leader is [Sanji] and you have 4 or more DON!! cards on your field, play up to 1 [Sanji] with 6000 power or less from your hand or trash.
<br>[Trigger] Draw 2 cards and trash 1 card from your hand.",Purple,Event
668528,Boa Hancock - EB04-027,EB04-027,https://tcgplayer-cdn.tcgplayer.com/product/668528_200w.jpg,https://cpt.tcgcsv.com/Bqm7,0.29,R,"[On Play] Draw 2 cards and trash 1 card from your hand.
<br>[Trigger] Play up to 1 Character card with 5000 power or less and a [Trigger] from your hand.",Blue,Character
668529,Chaka & Pell - EB04-023,EB04-023,https://tcgplayer-cdn.tcgplayer.com/product/668529_200w.jpg,https://cpt.tcgcsv.com/Cqm7,0.18,R,"[Double Attack] <em>(This card deals 2 damage.)</em>
<br>[On Play] <strong>You may give your active Leader -5000 power during this turn:</strong> Draw 2 cards.",Blue,Character
668568,Jinbe - OP14-040,OP14-040,https://tcgplayer-cdn.tcgplayer.com/product/668568_200w.jpg,https://cpt.tcgcsv.com/nrm7,0.14,L,[Activate: Main] <strong>You may trash 1 card from your hand:</strong> Give up to 2 rested DON!! cards to 1 of your {Fish-Man} or {Merfolk} type Leader or Character cards.,Blue,Leader
668569,Jinbe - OP14-040 (Alternate Art),OP14-040,https://tcgplayer-cdn.tcgplayer.com/product/668569_200w.jpg,https://cpt.tcgcsv.com/prm7,20.07,L,[Activate: Main] <strong>You may trash 1 card from your hand:</strong> Give up to 2 rested DON!! cards to 1 of your {Fish-Man} or {Merfolk} type Leader or Character cards.,Blue,Leader
668570,Jinbe - OP14-049,OP14-049,https://tcgplayer-cdn.tcgplayer.com/product/668570_200w.jpg,https://cpt.tcgcsv.com/qrm7,0.76,SR,"When a card is trashed from your hand by an effect, this Character gains [Rush] during this turn.
<br>[On Play] <strong>You may rest 2 of your DON!! cards:</strong> Draw 2 cards and return up to 1 Character with a cost of 7 or less to the owner's hand.",Blue,Character
668571,Jinbe - OP14-049 (Alternate Art),OP14-049,https://tcgplayer-cdn.tcgplayer.com/product/668571_200w.jpg,https://cpt.tcgcsv.com/rrm7,8.79,SR,"When a card is trashed from your hand by an effect, this Character gains [Rush] during this turn.
<br>[On Play] <strong>You may rest 2 of your DON!! cards:</strong> Draw 2 cards and return up to 1 Character with a cost of 7 or less to the owner's hand.",Blue,Character
668636,Trafalgar Law - OP14-009,OP14-009,https://tcgplayer-cdn.tcgplayer.com/product/668636_200w.jpg,https://cpt.tcgcsv.com/Lsm7,0.78,SR,"[Rush]
<br>[On Your Opponent's Attack] [Once Per Turn] <strong>You may trash 2 cards from your hand:</strong> Select your Leader and 1 Character. Swap the base power of the selected cards with each other during this battle.",Red,Character
668637,Trafalgar Law - OP14-009 (Alternate Art),OP14-009,https://tcgplayer-cdn.tcgplayer.com/product/668637_200w.jpg,https://cpt.tcgcsv.com/Msm7,17.98,SR,"[Rush]
<br>[On Your Opponent's Attack] [Once Per Turn] <strong>You may trash 2 cards from your hand:</strong> Select your Leader and 1 Character. Swap the base power of the selected cards with each other during this battle.",Red,Character
668638,Donquixote Doflamingo - OP14-069,OP14-069,https://tcgplayer-cdn.tcgplayer.com/product/668638_200w.jpg,https://cpt.tcgcsv.com/Nsm7,1.05,SR,"[On Play] <strong>DON!! -3:</strong> Choose one:
<br>â¢If your Leader has the {Donquixote Pirates} type, K.O. up to 1 of your opponent's Characters with a cost of 8 or less.
<br>â¢Up to 3 of your opponent's Characters with a cost of 7 or less cannot be rested until the end of your opponent's next End Phase.",Purple,Character
668639,Donquixote Doflamingo - OP14-069 (Alternate Art),OP14-069,https://tcgplayer-cdn.tcgplayer.com/product/668639_200w.jpg,https://cpt.tcgcsv.com/Psm7,16.2,SR,"[On Play] <strong>DON!! -3:</strong> Choose one:
<br>â¢If your Leader has the {Donquixote Pirates} type, K.O. up to 1 of your opponent's Characters with a cost of 8 or less.
<br>â¢Up to 3 of your opponent's Characters with a cost of 7 or less cannot be rested until the end of your opponent's next End Phase.",Purple,Character
668640,Crocodile - OP14-120,OP14-120,https://tcgplayer-cdn.tcgplayer.com/product/668640_200w.jpg,https://cpt.tcgcsv.com/Qsm7,6.07,SEC,"[On Play] up to 1 of your opponent's Characters with a cost of 9 or less cannot attack until the end of your opponent's next End Phase. Then, if your opponent has a Character 1ith a cost of 0 or with a cost of 8 or more, draw 1 card.
<br>[On K.O.] <strong>You may trash 1 card from your hand:</strong> Play this Character card from your trash.",Black,Character
668641,Dracule Mihawk - OP14-119,OP14-119,https://tcgplayer-cdn.tcgplayer.com/product/668641_200w.jpg,https://cpt.tcgcsv.com/Rsm7,4.4,SEC,"[Your Turn] When this Character becomes rested, up to 1 of your opponent's Characters with a cost or 9 or less cannot be rested until the end of your opponent's next End Phase.
<br>[On Your Opponent's Attack] [Once Per Turn] <strong>You may trash 1 card from your hand:</strong> Up to 1 of your Leader or Character cards gains +2000 power during this battle.",Green,Character
