SKU,Title,Status,Price,Product image URL,Rarity (product.metafields.shopify.rarity),Description,Color (product.metafields.shopify.color-pattern),Card attributes (product.metafields.shopify.card-attributes),Product Category,Tags
671610,Roronoa Zoro (Full Art) (ST29-014),Draft,15,https://tcgplayer-cdn.tcgplayer.com/product/671610_in_1000x1000.jpg,super-rare,"[Rush: Character] <em>(This card can attack Characters on the turn in which it is played.)</em>
<br>[Activate: Main] [Once Per Turn] <strong>You may trash 1 card with a [Trigger] from your hand:</strong> Draw 1 card and give up to 1 rested DON!! card to your Leader or 1 of your Characters.",Yellow,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671611,Raw Heat Strike (ST29-015),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671611_in_1000x1000.jpg,Common,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 1 or less Life cards, give up to 1 of your opponent's Leader or Character cards -2000 power during this turn.",Yellow,Event,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671612,Kizaru!! Compared to Two Years Ago We're a Hundred Times Stronger Now!! (ST29-016),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671612_in_1000x1000.jpg,Common,"[Main] Your [Monkey.D.Luffy] Leader gains [Unblockable] during this turn.
<br><em>(This card cannot be blocked.)</em>
<br>[Counter] Your Leader gains +3000 power during this battle.",Yellow,Event,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
671614,Iai Death Lion Song (ST29-017),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/671614_in_1000x1000.jpg,Common,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, if you have 2 or less Life cards, K.O. up to 1 of your opponent's Characters with a cost of 3 or less.
<br>[Trigger] Draw 2 cards and trash 1 card from your hand.",Yellow,Event,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
672894,Starter Deck 29: Egghead Bonus Pack,Draft,63,https://tcgplayer-cdn.tcgplayer.com/product/672894_in_1000x1000.jpg,,,,,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece"
665598,The Azure Sea's Seven Booster Box,Draft,499,https://tcgplayer-cdn.tcgplayer.com/product/665598_in_1000x1000.jpg,,,,,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece"
665599,The Azure Sea's Seven Booster Box Case,Draft,5699,https://tcgplayer-cdn.tcgplayer.com/product/665599_in_1000x1000.jpg,,,,,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece"
666518,Trafalgar Law - OP14-001 (OP14-001),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/666518_in_1000x1000.jpg,Leader,[Activate:Main] [Once Per Turn] Select 2 of your {Supernovas} or {Heart Pirates} type Characters. Swap the base power of the selected Characters with each other during this turn.,Red,Leader,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
666519,Trafalgar Law - OP14-001 (Alternate Art) (OP14-001),Draft,72,https://tcgplayer-cdn.tcgplayer.com/product/666519_in_1000x1000.jpg,Leader,[Activate:Main] [Once Per Turn] Select 2 of your {Supernovas} or {Heart Pirates} type Characters. Swap the base power of the selected Characters with each other during this turn.,Red,Leader,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single, Alternate Art"
666520,Monkey.D.Luffy - OP14-013 (OP14-013),Draft,3,https://tcgplayer-cdn.tcgplayer.com/product/666520_in_1000x1000.jpg,super-rare,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Supernovas} type card other than [Monkey.D.Luffy] and add it to your hand. Then, place the rest at the bottom of your deck in any order.
<br>[When Attacking] Give up to 1 of your opponent's Characters -1000 power during this turn.",Red,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
666521,Monkey.D.Luffy - OP14-013 (Alternate Art) (OP14-013),Draft,42,https://tcgplayer-cdn.tcgplayer.com/product/666521_in_1000x1000.jpg,super-rare,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Supernovas} type card other than [Monkey.D.Luffy] and add it to your hand. Then, place the rest at the bottom of your deck in any order.
<br>[When Attacking] Give up to 1 of your opponent's Characters -1000 power during this turn.",Red,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single, Alternate Art"
666524,Dracule Mihawk - OP14-020 (OP14-020),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/666524_in_1000x1000.jpg,Leader,"If your opponent's Leader has the ""Slash"" attribute, this leader gains +1000 power.
<br> [Activate:Main] [Once Per Turn] <strong>You may rest 1 of your cards:</strong> If there is a Character with a cost of 5 or more, set up to 3 of your DON!! cards as active. Then, you cannot play character cards during this turn.",Green,Leader,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
666525,Dracule Mihawk - OP14-020 (Alternate Art) (OP14-020),Draft,94,https://tcgplayer-cdn.tcgplayer.com/product/666525_in_1000x1000.jpg,Leader,"If your opponent's Leader has the ""Slash"" attribute, this leader gains +1000 power.
<br> [Activate:Main] [Once Per Turn] <strong>You may rest 1 of your cards:</strong> If there is a Character with a cost of 5 or more, set up to 3 of your DON!! cards as active. Then, you cannot play character cards during this turn.",Green,Leader,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single, Alternate Art"
666526,Perona - OP14-033 (OP14-033),Draft,9,https://tcgplayer-cdn.tcgplayer.com/product/666526_in_1000x1000.jpg,super-rare,"[On Play] Up to 2 of your opponent's Characters with a cost of 5 or less cannot be rested until the end of your opponent's next End Phase.
<br>[On K.O.] <strong>You may rest 1 of your cards:</strong> Play up to 1 green Character card with a cost of 5 or less from your hand.",Green,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
666527,Perona - OP14-033 (Alternate Art) (OP14-033),Draft,82,https://tcgplayer-cdn.tcgplayer.com/product/666527_in_1000x1000.jpg,super-rare,"[On Play] Up to 2 of your opponent's Characters with a cost of 5 or less cannot be rested until the end of your opponent's next End Phase.
<br>[On K.O.] <strong>You may rest 1 of your cards:</strong> Play up to 1 green Character card with a cost of 5 or less from your hand.",Green,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single, Alternate Art"
666528,Donquixote Doflamingo - OP14-060 (OP14-060),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/666528_in_1000x1000.jpg,Leader,[On Your Opponent's Attack] [Once Per Turn] <strong>DON!! -1:</strong> Select your Leader or 1 of your {Donquixote Pirates} type Characters. Change the attack target to the selected card.,Purple,Leader,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
666529,Donquixote Doflamingo - OP14-060 (Alternate Art) (OP14-060),Draft,88,https://tcgplayer-cdn.tcgplayer.com/product/666529_in_1000x1000.jpg,Leader,[On Your Opponent's Attack] [Once Per Turn] <strong> DON!! -1:</strong> Select your Leader or 1 of your {Donquixote Pirates} type Characters. Change the attack target to the selected card.,Purple,Leader,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single, Alternate Art"
666530,Sugar (OP14-063),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/666530_in_1000x1000.jpg,Rare,"[On Play] Add up to 1 DON!! card from your DON!! deck and set it as active.
<br>[On K.O.] If your opponent has 6 or more DON!! cards on their field, play up to 1 {Donquixote Pirates} type Character card with a cost of 5 or less from your hand.",Purple,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
666532,Megalo (Alternate Art) (EB04-018),Draft,35,https://tcgplayer-cdn.tcgplayer.com/product/666532_in_1000x1000.jpg,Rare,[On Play] <strong>You may rest this Character:</strong> K.O. up to 1 of your opponent's rested Characters with 8000 power or less.,Green,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single, Alternate Art"
666534,Jinbe - EB04-015 (EB04-015),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/666534_in_1000x1000.jpg,Rare,"[Blocker]
<br>[On K.O.] <strong>You may rest 1 of your cards:</strong> If your Leader has the {Fish-Man} or {Merfolk} type, play up to 1 green Character card with a cost of 6 or less from your hand.",Green,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
666535,Eleclaw (EB04-019),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/666535_in_1000x1000.jpg,Rare,"[Main] <strong>You may rest 1 of your cards:</strong> If your Leader has the {Minks} type, give up to 1 of your opponent's Characters -3 cost during this turn. <br>[Counter] Up to 1 of your {Minks} type Leader or Character cards gains +3000 power during this battle.",Green,Event,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
666537,Issho - EB04-022 (Alternate Art) (EB04-022),Draft,20,https://tcgplayer-cdn.tcgplayer.com/product/666537_in_1000x1000.jpg,Rare,"[On Play] <strong>You may trash 2 cards from your hand:</strong> If your opponent has 6 or more cards in their hand, your opponent places 2 cards from their hand at the bottom of their deck in any order. 
<br>[DON!!Ã1] [When Attacking] <strong>You may trash 1 card from your hand:</strong> Give up to 1 of your opponent's Characters-2000 power during this turn.",Blue,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single, Alternate Art"
666539,Kaido (EB04-030),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/666539_in_1000x1000.jpg,Rare,"If this Character would be K.O.'d, you may return 1 DON!! card from your field to your DON!! deck instead. 
<br>[On Play] <strong>DON!! -2:</strong> If your Leader has the {Animal Kingdom Pirates} type, this Character gains Rush during this turn. Then, rest up to 1 of your opponent's Characters with a cost of 7 or less.",Purple,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
666540,King (Alternate Art) (EB04-031),Draft,17,https://tcgplayer-cdn.tcgplayer.com/product/666540_in_1000x1000.jpg,Rare,"If this Character would be K.O.'d, you may return 1 DON!! card from your field to your DON!! deck instead. 
<br>[Activate: Main] [Once Per Turn] If your Leader has the {Animal Kingdom Pirates} type and you have no other [King] Characters, add up to 1 DON!! card from your, DON!! deck and set it as active, and add up to 1 additional DON!! card and rest it.",Purple,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single, Alternate Art"
666572,Gecko Moria - OP14-080 (OP14-080),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/666572_in_1000x1000.jpg,Leader,"[Activate: Main] [Once Per Turn] <strong>You may K.O. 1 of your {Thriller Bark Pirates} type Characters:</strong> Your Leader and all of your Characters gain +1000 power during this turn.
<br>[When Attacking] <strong>You may trash 3 cards from your hand:</strong> Add up to 1 card from the top of your deck to the top of your Life cards.","Black,Yellow",Leader,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
666573,Gecko Moria - OP14-080 (Alternate Art) (OP14-080),Draft,43,https://tcgplayer-cdn.tcgplayer.com/product/666573_in_1000x1000.jpg,Leader,"[Activate: Main] [Once Per Turn] <strong>You may K.O. 1 of your {Thriller Bark Pirates} type Characters:</strong> Your Leader and all of your Characters gain +1000 power during this turn.
<br>[When Attacking] <strong>You may trash 3 cards from your hand:</strong> Add up to 1 card from the top of your deck to the top of your Life cards.","Black,Yellow",Leader,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single, Alternate Art"
666574,Gecko Moria - OP14-104 (OP14-104),Draft,11,https://tcgplayer-cdn.tcgplayer.com/product/666574_in_1000x1000.jpg,super-rare,"[On Play] Select up to 1 {Thriller Bark Pirates} type Character with a cost of 4 or less from your trash and play it or add it to the top of your Life cards face-up.
<br>[Trigger] Play up to 1 Character card with a cost of 4 or less from your trash.",Yellow,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
666575,Gecko Moria - OP14-104 (Alternate Art) (OP14-104),Draft,71,https://tcgplayer-cdn.tcgplayer.com/product/666575_in_1000x1000.jpg,super-rare,"[On Play] Select up to 1 {Thriller Bark Pirates} type Character with a cost of 4 or less from your trash and play it or add it to the top of your Life cards face-up.
<br>[Trigger] Play up to 1 Character card with a cost of 4 or less from your trash.",Yellow,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single, Alternate Art"
666576,The Azure Sea's Seven Sleeved Booster Pack,Draft,20,https://tcgplayer-cdn.tcgplayer.com/product/666576_in_1000x1000.jpg,,,,,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece"
666577,The Azure Sea's Seven Booster Pack,Draft,15,https://tcgplayer-cdn.tcgplayer.com/product/666577_in_1000x1000.jpg,,,,,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece"
666578,Double Pack Set Vol. 9,Draft,59,https://tcgplayer-cdn.tcgplayer.com/product/666578_in_1000x1000.jpg,,,,,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece"
666579,Double Pack Set Vol. 9 Display,Draft,544,https://tcgplayer-cdn.tcgplayer.com/product/666579_in_1000x1000.jpg,,,,,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece"
666761,Crocodile - OP14-079 (OP14-079),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/666761_in_1000x1000.jpg,Leader,"All of your opponent's Characters cannot be removed from the field by your effects.
<br>[Activate: Main] [Once Per Turn] <strong>You may K.O. 1 of your Characters with a type including ""Baroque Works"":</strong> Give up to 1 of your opponent's Characters -10 cost during this turn. Then, you may trash 2 cards from the top of your deck.",Black,Leader,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
666762,Crocodile - OP14-079 (Alternate Art) (OP14-079),Draft,71,https://tcgplayer-cdn.tcgplayer.com/product/666762_in_1000x1000.jpg,Leader,"All of your opponent's Characters cannot be removed from the field by your effects.
<br>[Activate: Main] [Once Per Turn] <strong>You may K.O. 1 of your Characters with a type including ""Baroque Works"":</strong> Give up to 1 of your opponent's Characters -10 cost during this turn. Then, you may trash 2 cards from the top of your deck.",Black,Leader,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single, Alternate Art"
666912,Ms. All Sunday (OP14-084),Draft,4,https://tcgplayer-cdn.tcgplayer.com/product/666912_in_1000x1000.jpg,super-rare,"[On Play] If your Leader's type includes ""Baroque Works"", play up to 1 Character card with a type including ""Baroque Works"" and a cost of 4 or less and up to 1 Character card with a type including ""Baroque Works"" and a cost of 1 from your trash.",Black,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
666913,Ms. All Sunday (Alternate Art) (OP14-084),Draft,89,https://tcgplayer-cdn.tcgplayer.com/product/666913_in_1000x1000.jpg,super-rare,"[On Play] If your Leader's type includes ""Baroque Works"", play up to 1 Character card with a type including ""Baroque Works"" and a cost of 4 or less and up to 1 Character card with a type including ""Baroque Works"" and a cost of 1 from your trash.",Black,Character,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single, Alternate Art"
668333,Boa Hancock - OP14-041 (OP14-041),Draft,1,https://tcgplayer-cdn.tcgplayer.com/product/668333_in_1000x1000.jpg,Leader,"[Opponent's Turn] When you play a Character, draw 1 card.
<br>[DON!!x1] [Once Per Turn] When one of your {Amazon Lily} or {Kuja Pirates} type Characters with 5000 base power or more is K.O.'d add up to 1 card from the top of your opponent's Life cards to the owner's hand.","Blue,Yellow",Leader,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single"
668335,Boa Hancock - OP14-041 (Alternate Art) (OP14-041),Draft,292,https://tcgplayer-cdn.tcgplayer.com/product/668335_in_1000x1000.jpg,Leader,"[Opponent's Turn] When you play a Character, draw 1 card.
<br>[DON!!x1] [Once Per Turn] When one of your {Amazon Lily} or {Kuja Pirates} type Characters with 5000 base power or more is K.O.'d add up to 1 card from the top of your opponent's Life cards to the owner's hand.","Blue,Yellow",Leader,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Trading Cards,"English, One Piece, Single, Alternate Art"
